sentence_id,concept_id,lang_code,sentence,pronunciation,level,created_at
78302,647,bs,Samo čekaj da vidiš koliko će te neznanje koštati,null,B,2026-02-19 20:52:57.029495+00
78303,647,br,Gortoz betek gwelet petra a goust d’an anavezded,null,B,2026-02-19 20:52:57.029495+00
78304,647,bg,Почакай да видиш колко ще ти струва невежеството,pochakai da vidish kolko shte ti struva nevezhestvoto,B,2026-02-19 20:52:57.029495+00
78305,647,my,မသိမှုက မင်းကို ဘယ်လောက်ကုန်ကျမလဲ ကြည့်ကြ,ma thi mu ga min ko be lout kaung kya mal le kyi kya,B,2026-02-19 20:52:57.029495+00
78306,647,ca,Espera fins que vegis quant et costarà la ignorància,null,B,2026-02-19 20:52:57.029495+00
78307,647,ceb,Hulata lang hangtod makita nimo unsa ang kantidad nga mabayran nimo tungod sa pagkawalay alamag,null,B,2026-02-19 20:52:57.029495+00
78308,647,co,Aspetta finu à vede ciò chì ti costa l’ignuranza,null,B,2026-02-19 20:52:57.029495+00
78309,647,hr,Samo čekaj da vidiš koliko će te neznanje koštati,null,B,2026-02-19 20:52:57.029495+00
78310,647,cs,"Počkej, až uvidíš, kolik tě bude stát nevědomost",null,B,2026-02-19 20:52:57.029495+00
78311,647,da,"Vent bare til du ser, hvad uvidenhed koster dig",null,B,2026-02-19 20:52:57.029495+00
78312,647,nl,Wacht maar tot je ziet wat onwetendheid je kost,null,B,2026-02-19 20:52:57.029495+00
78313,647,en,Wait till you see what ignorance costs you,null,B,2026-02-19 20:52:57.029495+00
78314,647,eo,"Atendu ĝis vi vidos, kion ignorado kostas al vi",null,B,2026-02-19 20:52:57.029495+00
78315,647,et,"Oota, kuni näed, mida teadmatus sulle maksma läheb",null,B,2026-02-19 20:52:57.029495+00
78316,647,fo,"Bíða til tú sært, hvat óvit kosta tær",null,B,2026-02-19 20:52:57.029495+00
78317,647,fil,Hintayin mo hanggang makita mo kung magkano ang kapalit ng kamangmangan,null,B,2026-02-19 20:52:57.029495+00
78318,647,fi,"Odota kunnes näet, mitä tietämättömyys sinulle maksaa",null,B,2026-02-19 20:52:57.029495+00
78319,647,fr,Attends de voir ce que l’ignorance te coûte,null,B,2026-02-19 20:52:57.029495+00
78320,647,fy,Wachtsje mar oantst sjochst wat ûnwittendheid dy kostet,null,B,2026-02-19 20:52:57.029495+00
78321,647,gl,Agarda a ver canto che custa a ignorancia,null,B,2026-02-19 20:52:57.029495+00
78322,647,ka,"მოიცადე და ნახავ, რა ფასად დაგიჯდება უცოდინრობა",moitsade da nakhav ra pasad dagijdeba utsodinroba,B,2026-02-19 20:52:57.029495+00
78323,647,de,"Warte nur ab, bis du siehst, was dich Unwissenheit kostet",null,B,2026-02-19 20:52:57.029495+00
78324,647,el,Περίμενε να δεις τι σου κοστίζει η άγνοια,perimene na deis ti sou kostizei i agnoia,B,2026-02-19 20:52:57.029495+00
78325,647,gu,જોયા સુધી રાહ જો કે અજ્ઞાનતા તને કેટલું મોંઘું પડશે,joya sudhi rah jo ke agnyanta tane ketlu monghu padshe,B,2026-02-19 20:52:57.029495+00
78326,647,ht,Tann pou w wè konbyen inyorans koute ou,null,B,2026-02-19 20:52:57.029495+00
78327,647,ha,Ka jira ka ga yadda jahilci zai ci maka kuɗi,ka jira ka ga yadda jahilci zai ci maka kudi,B,2026-02-19 20:52:57.029495+00
78328,647,he,חכה שתראה כמה הבורות עולה לך,khake shetir'e kama haborut ola lekha,B,2026-02-19 20:52:57.029495+00
78329,647,hi,"रुको, जब तुम देखोगे कि अज्ञान तुम्हें कितना महँगा पड़ता है",ruko jab tum dekhoge ki agyan tumhen kitna mehnga padta hai,B,2026-02-19 20:52:57.029495+00
78330,647,hu,"Várd ki, és meglátod, mennyibe kerül neked a tudatlanság",null,B,2026-02-19 20:52:57.029495+00
78332,647,ig,Chere ruo mgbe ị ga-ahụ ihe amaghị ama ga-efu gị,chere ruo mgbe i ga-ahu ihe amaghi ama ga-efu gi,B,2026-02-19 20:52:57.029495+00
78333,647,ilo,Urayenmo agingga a makitam no kasano ti kinamangmo kenka,null,B,2026-02-19 20:52:57.029495+00
78334,647,id,Tunggu sampai kamu melihat berapa mahalnya kebodohan,null,B,2026-02-19 20:52:57.029495+00
78335,647,ga,Fan go bhfeice tú cad a chosnaíonn an t-aineolas ort,null,B,2026-02-19 20:52:57.029495+00
78336,647,xh,Linda ude ubone ukuba ukungazi kukubiza malini,null,B,2026-02-19 20:52:57.029495+00
78337,647,it,Aspetta di vedere quanto ti costa l’ignoranza,null,B,2026-02-19 20:52:57.029495+00
78338,647,ja,無知がどれだけの代償になるか見てみな,muchi ga dore dake no daishou ni naru ka mite mina,B,2026-02-19 20:52:57.029495+00
78339,647,jv,Enteni nganti kowe weruh sepira regane kebodhoan,null,B,2026-02-19 20:52:57.029495+00
78340,647,kn,ಅಜ್ಞಾನವು ನಿನಗೆ ಎಷ್ಟು ಬೆಲೆ ಕಟ್ಟಿಸುತ್ತದೆ ಎಂದು ನೋಡುವವರೆಗೆ ಕಾಯು,ajnanavu ninage eshtu bele kattisuttade endu noduvavarege kayu,B,2026-02-19 20:52:57.029495+00
78341,647,kk,Надандық саған қаншаға түсетінін көргенше күт,nadandyq sagan qanshaga tusetinin korgenshe kut,B,2026-02-19 20:52:57.029495+00
78342,647,km,ចាំមើលថា អវិជ្ជានឹងធ្វើឲ្យអ្នកខាតប៉ុន្មាន,cham merl tha avichea neng thveu oy anak khat bonman,B,2026-02-19 20:52:57.029495+00
78343,647,rw,Tegereza kugeza ubonye icyo kutamenya bigutwara,null,B,2026-02-19 20:52:57.029495+00
78344,647,rn,Tegereza kugeza ubonye ico kutamenya bigutwara,null,B,2026-02-19 20:52:57.029495+00
78345,647,ko,무지가 너한테 얼마나 대가를 치르게 하는지 봐,muji-ga neohante eolmana daegareul chireuge haneunji bwa,B,2026-02-19 20:52:57.029495+00
78346,647,ku,Li bendê bibe ka tu bibînî bêzanî çi qîmetê te dide,null,B,2026-02-19 20:52:57.029495+00
78347,647,kmr,Li bendê bibe ka tu bibînî bêzanî çi qîmetê te dide,null,B,2026-02-19 20:52:57.029495+00
78348,647,lo,ລໍຖ້າຈົນເຈົ້າເຫັນວ່າຄວາມບໍ່ຮູ້ຈະເຮັດໃຫ້ເຈົ້າເສຍເທົ່າໃດ,lo tha chon chao hen wa khwam bo hu cha het hai chao sia thao dai,B,2026-02-19 20:52:57.029495+00
78349,647,la,Exspecta donec videas quid tibi ignorantia constet,null,B,2026-02-19 20:52:57.029495+00
78350,647,lv,"Pagaidi, līdz ieraudzīsi, cik tev maksā nezināšana",null,B,2026-02-19 20:52:57.029495+00
78351,647,lt,"Palauk, kol pamatysi, kiek tau kainuoja nežinojimas",null,B,2026-02-19 20:52:57.029495+00
78352,647,lb,"Waart bis du gesäis, wat Onwëssenheet dech kascht",null,B,2026-02-19 20:52:57.029495+00
78353,647,mk,Почекај да видиш колку ќе те чини незнаењето,pochekaj da vidish kolku ke te chini neznaenjeto,B,2026-02-19 20:52:57.029495+00
78354,647,mg,Andraso mandra-pahitanao hoe ohatrinona no vidin’ny tsy fahalalana,null,B,2026-02-19 20:52:57.029495+00
78355,647,ms,Tunggu sampai awak lihat berapa mahalnya kejahilan,null,B,2026-02-19 20:52:57.029495+00
78356,647,ml,അജ്ഞാനം നിനക്ക് എത്ര വില കൊടുക്കുമെന്ന് നീ കാണുന്നതുവരെ കാത്തിരിക്കുക,ajnanam ninakku ethra vila kodukkumennu nee kanunnathuvare kathirikkuka,B,2026-02-19 20:52:57.029495+00
78357,647,mt,Stenna sakemm tara kemm tiswa l-injoranza għalik,null,B,2026-02-19 20:52:57.029495+00
78358,647,mi,Tatari kia kite koe i te utu o te kuare ki a koe,null,B,2026-02-19 20:52:57.029495+00
78359,647,mn,Мунхаглал чамд ямар үнэтэй тусахыг харж л бай,munhaglal chamd yamar unetei tusakhyg kharj l bai,B,2026-02-19 20:52:57.029495+00
78360,647,sr-ME,Samo čekaj da vidiš koliko će te neznanje koštati,null,B,2026-02-19 20:52:57.029495+00
78361,647,ne,"पर्ख, अज्ञानताले तिमीलाई कति महँगो पर्छ भनेर देख्नेछौ",parkha agyanatale timilai kati mahango parchha bhanera dekhnechhau,B,2026-02-19 20:52:57.029495+00
78362,647,nb-NO,Vent til du ser hva uvitenhet koster deg,null,B,2026-02-19 20:52:57.029495+00
78363,647,nn-NO,Vent til du ser kva uvitenheit kostar deg,null,B,2026-02-19 20:52:57.029495+00
78364,647,oc,Espèra fins que veges çò que tèrra còsta l’ignorància,null,B,2026-02-19 20:52:57.029495+00
78365,647,or,"ଅପେକ୍ଷା କର, ଅଜ୍ଞାନ ତୁମକୁ କେତେ ମୂଲ୍ୟ ପଡେ ଦେଖିବ",apeksha kara agnyan tumaku kete mulya pade dekhiba,B,2026-02-19 20:52:57.029495+00
78366,647,ps,صبر وکړه تر څو ووینې چې ناپوهي تا ته څومره قیمت لري,sabr oka تر tso wini che napohi ta ta tsomra qimat lari,B,2026-02-19 20:52:57.029495+00
78367,647,fa,صبر کن تا ببینی نادانی چقدر برایت هزینه دارد,sabr kon ta bebini nadani cheghadr barat hazine darad,B,2026-02-19 20:52:57.029495+00
78368,647,pt-BR,Espere até ver quanto a ignorância vai te custar,null,B,2026-02-19 20:52:57.029495+00
78369,647,pt-PT,Espera até veres quanto a ignorância te vai custar,null,B,2026-02-19 20:52:57.029495+00
78370,647,pa,ਰੁਕ ਜਾ ਜਦ ਤੂੰ ਵੇਖੇਂਗਾ ਕਿ ਅਗਿਆਨਤਾ ਤੈਨੂੰ ਕਿੰਨੀ ਮਹਿੰਗੀ ਪੈਂਦੀ ਹੈ,ruk ja jad tu vekhenga ke agyanata tainu kinni mehngi paindi hai,B,2026-02-19 20:52:57.029495+00
78371,647,ro,Așteaptă să vezi cât te costă ignoranța,null,B,2026-02-19 20:52:57.029495+00
78372,647,rm,"Spetga fin che ti ves, tge che l’ignoranza ta custa",null,B,2026-02-19 20:52:57.029495+00
78373,647,ru,"Подожди, пока не увидишь, во сколько тебе обходится невежество",podozhdi poka ne uvidish vo skolko tebe obkhoditsya nevezhestvo,B,2026-02-19 20:52:57.029495+00
78374,647,sm,Faatali seʻia e iloa le tau o le valea ia te oe,null,B,2026-02-19 20:52:57.029495+00
78375,647,sa,यावत् पश्यसि अज्ञानं त्वां कियद् मूल्यं ददाति तावत् प्रतीक्षस्व,yavat pashyasi agyanam tvam kiyad mulyam dadati tavat pratikshasva,B,2026-02-19 20:52:57.029495+00
78376,647,gd,Fuirich gus am faic thu dè a chosgas aineolas ort,null,B,2026-02-19 20:52:57.029495+00
78377,647,sr,Само сачекај да видиш колико ће те незнање коштати,samo sacekaj da vidis koliko ce te neznanje kostati,B,2026-02-19 20:52:57.029495+00
78378,647,st,Ema ho fihlela o bona hore ho se tsebe ho u jella bokae,null,B,2026-02-19 20:52:57.029495+00
78379,647,tn,Ema go fitlha o bona gore go se itse go go jella bokae,null,B,2026-02-19 20:52:57.029495+00
78380,647,sn,Mirira uone kuti kusaziva kunokubhadharisa zvakadii,mirira uone kuti kusaziva kunokubhadharisa zvakadii,B,2026-02-19 20:52:57.029495+00
78381,647,scn,Aspetta finu a vidiri quantu ti costa l'ignoranza,null,B,2026-02-19 20:52:57.029495+00
78382,647,sd,انتظار ڪر جيستائين ڏسين ته اڻڄاڻائي توکي ڪيترو مهانگو پوندي,intizar kar jestaen disin ta anjaanai tokhi kitro mehango pondi,B,2026-02-19 20:52:57.029495+00
78383,647,si,අජ్ఞානකම ඔයාට කොච්චර වියදම් වෙනවද බලන තුරු ඉන්න,ajnanakama oyata kochchara viyadam venavada balana turu inna,B,2026-02-19 20:52:57.029495+00
78384,647,sk,"Počkaj, kým uvidíš, koľko ťa bude stáť nevedomosť",null,B,2026-02-19 20:52:57.029495+00
78385,647,sl,"Počakaj, da vidiš, koliko te stane nevednost",null,B,2026-02-19 20:52:57.029495+00
78386,647,so,Sug ilaa aad aragto waxa jaahilnimadu kugu kacdo,null,B,2026-02-19 20:52:57.029495+00
78387,647,es,Espera a ver cuánto te cuesta la ignorancia,null,B,2026-02-19 20:52:57.029495+00
78388,647,su,Tungguan nepi ka ningali sabaraha mahalna kabodoan ka maneh,null,B,2026-02-19 20:52:57.029495+00
78389,647,sw,Subiri uone ujinga unakugharimu kiasi gani,null,B,2026-02-19 20:52:57.029495+00
78390,647,sv,Vänta tills du ser vad okunnighet kostar dig,null,B,2026-02-19 20:52:57.029495+00
78391,647,tg,"Интизор шав, то бубинӣ, ки нодонӣ ба ту чӣ қадар арзиш дорад",intizor shav to bubini ki nodoni ba tu chi qadar arzish dorad,B,2026-02-19 20:52:57.029495+00
78392,647,ta,அறியாமை உனக்கு எவ்வளவு செலவாகும் என்று பார்க்கும் வரை காத்திரு,ariyaamai unakku evvalavu selavaagum endru paarkkum varai kaathiru,B,2026-02-19 20:52:57.029495+00
78393,647,te,అజ్ఞానం నీకు ఎంత ఖర్చవుతుందో చూసే వరకు వేచి ఉండు,ajnanam neeku enta kharchavutundo chose varaku vechi undu,B,2026-02-19 20:52:57.029495+00
78394,647,th,รอจนกว่าคุณจะเห็นว่าความไม่รู้ทำให้คุณต้องเสียอะไรบ้าง,ro chon kwa khun cha hen wa khwam mai ru tham hai khun tong sia arai bang,B,2026-02-19 20:52:57.029495+00
78395,647,ti,ክሳብ ትርኢ እንታይ እዩ ዋጋ ዘለዎ ዘይፍልጥነት ጸበይ,kisab tiri entay eyu waga zelwo zeyfilitnet tsebey,B,2026-02-19 20:52:57.029495+00
78396,647,tpi,Wet inap yu lukim wanem kain pe ignorance i save kostim yu,null,B,2026-02-19 20:52:57.029495+00
78397,647,to,Fakaʻatali kaeʻoua ke ke sio ki he totongi ʻo e taʻeʻilo kiate koe,null,B,2026-02-19 20:52:57.029495+00
78398,647,tr,Cahilliğin sana neye mal olacağını görünceye kadar bekle,null,B,2026-02-19 20:52:57.029495+00
78399,647,uk,"Почекай, поки побачиш, скільки тобі коштує невігластво",pochekai poky pobachysh skilky tobi koshtuie nevihlastvo,B,2026-02-19 20:52:57.029495+00
78400,647,ur,انتظار کرو جب تک تم دیکھو کہ جہالت تمہیں کتنا مہنگا پڑتی ہے,intizar karo jab tak tum dekho ke jahalat tumhen kitna mehnga padti hai,B,2026-02-19 20:52:57.029495+00
78401,647,uz,Jaholat senga qanchaga tushishini ko‘rguncha kut,null,B,2026-02-19 20:52:57.029495+00
78402,647,vec,Speta fin che te vedi quanto che l’ignoransa te costa,null,B,2026-02-19 20:52:57.029495+00
78403,647,vi,Chờ đến khi bạn thấy sự ngu dốt khiến bạn phải trả giá thế nào,cho den khi ban thay su ngu dot khien ban phai tra gia the nao,B,2026-02-19 20:52:57.029495+00
78404,647,cy,Arhosa nes i ti weld beth mae anwybodaeth yn ei gostio i ti,null,B,2026-02-19 20:52:57.029495+00
78405,647,wo,Xaar ba nga xam lu réer di la jëfe,xaar ba nga xam lu reer di la jëfe,B,2026-02-19 20:52:57.029495+00
78406,647,yo,Dúró títí o fi rí iye tí àìmọ̀ yóò jẹ́ ọ,duró titi o fi ri iye ti aimọ yoo je ọ,B,2026-02-19 20:52:57.029495+00
78407,647,zu,Linda uze ubone ukuthi ukungazi kukubiza malini,null,B,2026-02-19 20:52:57.029495+00
78408,647,zgh,ⵙⵙⴱⵔ ⴰⵔ ⵜⵜⵡⴰⵍⵉⴷ ⵎⴰ ⵢⴰⵙⵙⴰⵡⴰⵍ ⵓⵙⴰⵡⴰⵍ ⵏ ⵓⵔⵉⵎⵎⴰⵙ ⴰⴽ,ssber ar ttwaled ma yassawal usawal n urimmas ak,B,2026-02-19 20:52:57.029495+00
78409,648,af,Daar is geen twyfel nie,null,A,2026-02-19 20:52:57.029495+00
78410,648,sq,Nuk ka dyshim,null,A,2026-02-19 20:52:57.029495+00
78411,648,am,ጥርጥር የለም,t'rt'r yelem,A,2026-02-19 20:52:57.029495+00
78412,648,ar-EG,مفيش شك,mafesh shakk,A,2026-02-19 20:52:57.029495+00
78413,648,ar-AE,لا شك,la shakk,A,2026-02-19 20:52:57.029495+00
78414,648,ar-IQ,ماكو شك,maku shakk,A,2026-02-19 20:52:57.029495+00
78415,648,ar-LB,ما في شك,ma fi shakk,A,2026-02-19 20:52:57.029495+00
78416,648,ar-MA,ما كاينش شك,makaynsh shakk,A,2026-02-19 20:52:57.029495+00
78417,648,ar,لا شك,la shakk,A,2026-02-19 20:52:57.029495+00
78418,648,hy,Կասկ չկա,kask chka,A,2026-02-19 20:52:57.029495+00
78419,648,ast,Nun hai dulda,null,A,2026-02-19 20:52:57.029495+00
78420,648,eu,Ez dago zalantzarik,null,A,2026-02-19 20:52:57.029495+00
78421,648,be,Няма сумневу,nyama sumnevu,A,2026-02-19 20:52:57.029495+00
78422,648,bn,কোনো সন্দেহ নেই,kono sondeho nei,A,2026-02-19 20:52:57.029495+00
78423,648,bs,Nema sumnje,null,A,2026-02-19 20:52:57.029495+00
78424,648,br,N'eus ket mar doueta,null,A,2026-02-19 20:52:57.029495+00
78425,648,bg,Няма съмнение,nyama sumnenie,A,2026-02-19 20:52:57.029495+00
78426,648,my,သံသယမရှိဘူး,than thay ma shi bu,A,2026-02-19 20:52:57.029495+00
78427,648,ca,No hi ha cap dubte,null,A,2026-02-19 20:52:57.029495+00
78428,648,ceb,Walay pagduha-duha,null,A,2026-02-19 20:52:57.029495+00
78429,648,co,Ùn ci hè dubbitu,null,A,2026-02-19 20:52:57.029495+00
78430,648,hr,Nema sumnje,null,A,2026-02-19 20:52:57.029495+00
78431,648,cs,Není pochyb,null,A,2026-02-19 20:52:57.029495+00
78432,648,da,Der er ingen tvivl,null,A,2026-02-19 20:52:57.029495+00
78433,648,nl,Er is geen twijfel,null,A,2026-02-19 20:52:57.029495+00
78434,648,en,There's no doubt,null,A,2026-02-19 20:52:57.029495+00
78435,648,eo,Ne estas dubo,null,A,2026-02-19 20:52:57.029495+00
78436,648,et,Pole kahtlust,null,A,2026-02-19 20:52:57.029495+00
78437,648,fo,Eingin ivi,null,A,2026-02-19 20:52:57.029495+00
78438,648,fil,Walang duda,null,A,2026-02-19 20:52:57.029495+00
78439,648,fi,Ei ole epäilystäkään,null,A,2026-02-19 20:52:57.029495+00
78440,648,fr,Il n’y a aucun doute,null,A,2026-02-19 20:52:57.029495+00
78441,648,fy,Der is gjin twifel,null,A,2026-02-19 20:52:57.029495+00
78442,648,gl,Non hai dúbida,null,A,2026-02-19 20:52:57.029495+00
78443,648,ka,ეჭვი არ არის,echvi ar aris,A,2026-02-19 20:52:57.029495+00
78444,648,de,Kein Zweifel,null,A,2026-02-19 20:52:57.029495+00
78445,648,el,Δεν υπάρχει αμφιβολία,den yparchei amfivolia,A,2026-02-19 20:52:57.029495+00
78446,648,gu,કોઈ શંકા નથી,koi shanka nathi,A,2026-02-19 20:52:57.029495+00
78447,648,ht,Pa gen dout,null,A,2026-02-19 20:52:57.029495+00
78448,648,ha,Babu shakka,babu shakka,A,2026-02-19 20:52:57.029495+00
78449,648,he,אין ספק,ein safek,A,2026-02-19 20:52:57.029495+00
78450,648,hi,कोई शक नहीं,koi shak nahin,A,2026-02-19 20:52:57.029495+00
78451,648,hu,Nincs kétség,null,A,2026-02-19 20:52:57.029495+00
78452,648,is,Enginn vafi,null,A,2026-02-19 20:52:57.029495+00
78453,648,ig,Enweghị obi abụọ,enweghi obi abuo,A,2026-02-19 20:52:57.029495+00
78454,648,ilo,Awan duadua,null,A,2026-02-19 20:52:57.029495+00
78455,648,id,Tidak ada keraguan,null,A,2026-02-19 20:52:57.029495+00
78456,648,ga,Níl aon amhras,null,A,2026-02-19 20:52:57.029495+00
78457,648,xh,Akukho mathandabuzo,null,A,2026-02-19 20:52:57.029495+00
78458,648,it,Non c’è dubbio,null,A,2026-02-19 20:52:57.029495+00
78459,648,ja,疑いはない,utagai wa nai,A,2026-02-19 20:52:57.029495+00
78460,648,jv,Ora ana sangsi,null,A,2026-02-19 20:52:57.029495+00
78461,648,kn,ಯಾವುದೇ ಸಂಶಯ ಇಲ್ಲ,yaavude samshaya illa,A,2026-02-19 20:52:57.029495+00
78462,648,kk,Күмән жоқ,kuman zhoq,A,2026-02-19 20:52:57.029495+00
78463,648,km,គ្មានសង្ស័យ,khmean sangsay,A,2026-02-19 20:52:57.029495+00
78464,648,rw,Nta gushidikanya,null,A,2026-02-19 20:52:57.029495+00
78465,648,rn,Nta gushidikanya,null,A,2026-02-19 20:52:57.029495+00
78466,648,ko,의심할 여지가 없어,uisimhal yeojiga eopseo,A,2026-02-19 20:52:57.029495+00
78467,648,ku,Tu guman tune,null,A,2026-02-19 20:52:57.029495+00
78468,648,kmr,Tu guman tune,null,A,2026-02-19 20:52:57.029495+00
78469,648,lo,ບໍ່ມີຂໍ້ສົງໄສ,bo mi kho song sai,A,2026-02-19 20:52:57.029495+00
78470,648,la,Nullum dubium est,null,A,2026-02-19 20:52:57.029495+00
78471,648,lv,Nav šaubu,null,A,2026-02-19 20:52:57.029495+00
78472,648,lt,Nėra jokių abejonių,null,A,2026-02-19 20:52:57.029495+00
78473,648,lb,Kee Zweiwel,null,A,2026-02-19 20:52:57.029495+00
78474,648,mk,Нема сомнеж,nema somnezh,A,2026-02-19 20:52:57.029495+00
78475,648,mg,Tsy misy fisalasalana,null,A,2026-02-19 20:52:57.029495+00
78476,648,ms,Tidak ada keraguan,null,A,2026-02-19 20:52:57.029495+00
78477,648,ml,സംശയമില്ല,samshayamilla,A,2026-02-19 20:52:57.029495+00
78478,648,mt,M’hemmx dubju,null,A,2026-02-19 20:52:57.029495+00
78479,648,mi,Kāore he māharahara,null,A,2026-02-19 20:52:57.029495+00
78480,648,mn,Эргэлзэх зүйлгүй,ergelzekh zuilgui,A,2026-02-19 20:52:57.029495+00
78481,648,sr-ME,Nema sumnje,null,A,2026-02-19 20:52:57.029495+00
78482,648,ne,कुनै शंका छैन,kunai shanka chhaina,A,2026-02-19 20:52:57.029495+00
78483,648,nb-NO,Det er ingen tvil,null,A,2026-02-19 20:52:57.029495+00
78484,648,nn-NO,Det er ingen tvil,null,A,2026-02-19 20:52:57.029495+00
78485,648,oc,I a pas cap de dobte,null,A,2026-02-19 20:52:57.029495+00
78486,648,or,କୌଣସି ସନ୍ଦେହ ନାହିଁ,kaunasi sandeha nahi,A,2026-02-19 20:52:57.029495+00
78487,648,ps,هیڅ شک نشته,hech shak نشته,A,2026-02-19 20:52:57.029495+00
78488,648,fa,هیچ شکی نیست,hich shakki nist,A,2026-02-19 20:52:57.029495+00
78489,648,pt-BR,Não há dúvida,null,A,2026-02-19 20:52:57.029495+00
78490,648,pt-PT,Não há dúvida,null,A,2026-02-19 20:52:57.029495+00
78491,648,pa,ਕੋਈ ਸ਼ੱਕ ਨਹੀਂ,koi shak nahin,A,2026-02-19 20:52:57.029495+00
78492,648,ro,Nu există nicio îndoială,null,A,2026-02-19 20:52:57.029495+00
78493,648,rm,Igl n’è nagin dubi,null,A,2026-02-19 20:52:57.029495+00
78494,648,ru,Нет сомнений,net somneniy,A,2026-02-19 20:52:57.029495+00
78495,648,sm,E leai se masalosalo,null,A,2026-02-19 20:52:57.029495+00
78496,648,sa,संशयः नास्ति,samshayah nasti,A,2026-02-19 20:52:57.029495+00
78497,648,gd,Chan eil teagamh ann,null,A,2026-02-19 20:52:57.029495+00
78498,648,sr,Нема сумње,nema sumnje,A,2026-02-19 20:52:57.029495+00
78499,648,st,Ha ho pelaelo,null,A,2026-02-19 20:52:57.029495+00
78500,648,tn,Ga go na pelaelo,null,A,2026-02-19 20:52:57.029495+00
78501,648,sn,Hapana mubvunzo,hapana mubvunzo,A,2026-02-19 20:52:57.029495+00
78502,648,scn,Un c’è dubbiu,null,A,2026-02-19 20:52:57.029495+00
78503,648,sd,ڪو شڪ ناهي,ko shak naahi,A,2026-02-19 20:52:57.029495+00
78504,648,si,සැකයක් නැහැ,sækayak næhæ,A,2026-02-19 20:52:57.029495+00
78505,648,sk,Niet pochýb,null,A,2026-02-19 20:52:57.029495+00
78506,648,sl,Nobenega dvoma ni,null,A,2026-02-19 20:52:57.029495+00
78507,648,so,Shaki ma jiro,null,A,2026-02-19 20:52:57.029495+00
78508,648,es,No hay duda,null,A,2026-02-19 20:52:57.029495+00
78509,648,su,Henteu aya ragu,null,A,2026-02-19 20:52:57.029495+00
78510,648,sw,Hakuna shaka,null,A,2026-02-19 20:52:57.029495+00
78511,648,sv,Det råder ingen tvekan,null,A,2026-02-19 20:52:57.029495+00
78512,648,tg,Ҳеҷ шак нест,hech shak nest,A,2026-02-19 20:52:57.029495+00
78513,648,ta,சந்தேகம் இல்லை,sandhegam illai,A,2026-02-19 20:52:57.029495+00
78514,648,te,ఎలాంటి సందేహం లేదు,elanti sandeham ledu,A,2026-02-19 20:52:57.029495+00
78515,648,th,ไม่มีข้อสงสัย,mai mi kho song sai,A,2026-02-19 20:52:57.029495+00
78516,648,ti,ጥርጥር የለን,t'rt'r yelen,A,2026-02-19 20:52:57.029495+00
78517,648,tpi,Nogat tupela tingting,null,A,2026-02-19 20:52:57.029495+00
78518,648,to,ʻOku ʻikai ha masalosalo,null,A,2026-02-19 20:52:57.029495+00
78519,648,tr,Şüphe yok,null,A,2026-02-19 20:52:57.029495+00
78520,648,uk,Немає сумнівів,nemaie sumniviv,A,2026-02-19 20:52:57.029495+00
78521,648,ur,کوئی شک نہیں,koi shak nahin,A,2026-02-19 20:52:57.029495+00
78522,648,uz,Hech qanday shubha yo‘q,null,A,2026-02-19 20:52:57.029495+00
78523,648,vec,No ghe xe dubi,null,A,2026-02-19 20:52:57.029495+00
78524,648,vi,Không có nghi ngờ gì cả,khong co nghi ngo gi ca,A,2026-02-19 20:52:57.029495+00
78525,648,cy,Does dim amheuaeth,null,A,2026-02-19 20:52:57.029495+00
78526,648,wo,Amul sikk,amul sikk,A,2026-02-19 20:52:57.029495+00
78527,648,yo,Kò sí àníyàn,ko si aniyan,A,2026-02-19 20:52:57.029495+00
78528,648,zu,Akungabazeki,null,A,2026-02-19 20:52:57.029495+00
78529,648,zgh,ⵓⵔ ⵉⵍⵍⵉ ⵡⴰⴽⵓⵛ,ur illi wakush,A,2026-02-19 20:52:57.029495+00
78530,649,af,Daar is geen oplossing nie,null,A,2026-02-19 20:52:57.029495+00
78531,649,sq,Nuk ka asnjë zgjidhje,null,A,2026-02-19 20:52:57.029495+00
78532,649,am,መፍትሄ የለም,meft'he yelem,A,2026-02-19 20:52:57.029495+00
78533,649,ar-EG,مفيش أي حل,mafesh ay ḥall,A,2026-02-19 20:52:57.029495+00
78534,649,ar-AE,لا يوجد أي حل,la yujad ay ḥall,A,2026-02-19 20:52:57.029495+00
78535,649,ar-IQ,ماكو أي حل,maku ay ḥall,A,2026-02-19 20:52:57.029495+00
78536,649,ar-LB,ما في أي حل,ma fi ay ḥall,A,2026-02-19 20:52:57.029495+00
78537,649,ar-MA,ما كاين حتى حل,ma kayn ḥtta ḥall,A,2026-02-19 20:52:57.029495+00
78538,649,ar,لا يوجد أي حل,la yujad ay ḥall,A,2026-02-19 20:52:57.029495+00
78539,649,hy,Ոչ մի լուծում չկա,voch mi luzum chka,A,2026-02-19 20:52:57.029495+00
78540,649,ast,Nun hai nenguna solución,null,A,2026-02-19 20:52:57.029495+00
78541,649,eu,Ez dago inolako irtenbiderik,null,A,2026-02-19 20:52:57.029495+00
78542,649,be,Няма ніякага рашэння,nyama niyakaga rashennya,A,2026-02-19 20:52:57.029495+00
78543,649,bn,কোনো সমাধান নেই,kono somadhan nei,A,2026-02-19 20:52:57.029495+00
78544,649,bs,Nema nikakvog rješenja,null,A,2026-02-19 20:52:57.029495+00
78545,649,br,N'eus tamm diskoulm ebet,null,A,2026-02-19 20:52:57.029495+00
